X,Y,1101411
588.263184,-40.404175,10
588.253357,-40.405457,10
588.199341,-40.437122,10
588.266907,-40.291061,10
588.258423,-40.382465,10
588.264771,-40.385643,10
588.201599,-40.431332,10
588.207275,-40.404865,10
588.266052,-40.390682,10
588.261292,-40.387203,10
588.263977,-40.339527,10
588.255554,-40.328625,10
588.270935,-40.368187,10
588.249451,-40.36293,10
588.263794,-40.300259,10
588.265686,-40.395996,10
588.260742,-40.392536,10
588.283203,-40.338062,10
588.266663,-40.371132,10
588.262878,-40.38512,10
588.252991,-40.398579,10
588.259766,-40.341721,10
588.254639,-40.4132,10
588.257874,-40.416546,10
588.255798,-40.399548,10
588.250793,-40.407993,10
588.260254,-40.348766,10
588.262756,-40.370228,10
588.261841,-40.392925,10
588.259399,-40.409203,10
588.255554,-40.41259,10
588.260071,-40.408497,10
588.269409,-40.349182,10
588.260193,-40.41127,10
588.265259,-40.378429,10
588.268311,-40.369736,10
588.259521,-40.415302,10
588.263062,-40.395882,10
588.255554,-40.416058,10
588.193787,-40.44355,10
588.258118,-40.391808,10
588.268311,-40.387375,10
588.257507,-40.371593,10
588.260376,-40.391537,10
588.258789,-40.39677,10
588.265381,-40.403542,10
588.264038,-40.393784,10
588.255554,-40.363194,10
588.258545,-40.409122,10
588.261841,-40.414043,10
588.258911,-40.41613,10
588.269714,-40.375595,10
588.26593,-40.412567,10
588.259033,-40.410053,10
588.258911,-40.414276,10
588.270203,-40.403309,10
588.200745,-40.448032,10
588.253418,-40.384148,10
588.263977,-40.380394,10
588.265442,-40.340965,10
588.265381,-40.403198,10
588.250183,-40.394394,10
588.269287,-40.402851,10
588.203735,-40.42107,10
588.268005,-40.408741,10
588.198242,-40.462753,10
588.265381,-40.378651,10
588.258118,-40.392971,10
588.263977,-40.367317,10
588.273376,-40.343178,10
588.263977,-40.396553,10
588.253601,-40.390186,10
588.27002,-40.342941,10
588.261902,-40.370689,10
588.255737,-40.416039,10
588.259399,-40.371609,10
588.267822,-40.402786,10
588.265503,-40.415401,10
588.269104,-40.406799,10
588.255005,-40.420334,10
588.266296,-40.379414,10
588.255249,-40.364616,10
588.25592,-40.412628,10
588.253845,-40.410706,10
588.219971,-40.26643,10
588.252441,-40.412632,10
588.262634,-40.398388,10
588.260925,-40.39323,10
588.235901,-40.303291,10
588.276306,-40.348534,10
588.26355,-40.348442,10
588.264465,-40.418682,10
588.204529,-40.379391,10
588.256226,-40.344635,10
588.260864,-40.406837,10
588.209534,-40.26862,10
588.209656,-40.288082,10
588.263977,-40.40593,10
588.256531,-40.345207,10
588.252319,-40.355927,10
588.25116,-40.341534,10
588.256592,-40.409676,10
588.262207,-40.404446,10
588.250488,-40.360939,10
588.264954,-40.405788,10
588.264648,-40.397106,10
588.262695,-40.402237,10
588.254578,-40.405693,10
588.250427,-40.392178,10
588.255066,-40.420288,10
588.195068,-40.441166,10
588.256653,-40.414955,10
588.261841,-40.400005,10
588.260925,-40.345375,10
588.268311,-40.368633,10
588.245117,-40.365814,10
588.263306,-40.344761,10
588.264648,-40.415791,10
588.257385,-40.384842,10
588.259033,-40.409439,10
588.25647,-40.415863,10
588.261719,-40.3909,10
588.247986,-40.342083,10
588.26062,-40.411079,10
588.264282,-40.375397,10
588.265564,-40.392433,10
588.260315,-40.403214,10
588.193298,-40.440105,10
588.265381,-40.401157,10
588.264893,-40.363274,10
588.260864,-40.403976,10
588.197815,-40.433002,10
588.257996,-40.407097,10
588.261353,-40.363907,10
588.265198,-40.406055,10
588.266785,-40.400337,10
588.258423,-40.377491,10
588.252686,-40.366379,10
588.278076,-40.375149,10
588.266174,-40.345768,10
588.262573,-40.386505,10
588.272644,-40.3843,10
588.259033,-40.409424,10
588.191528,-40.426563,10
588.255554,-40.415588,10
588.274475,-40.349285,10
588.255554,-40.431438,10
588.261719,-40.412777,10
588.261414,-40.400257,10
588.262817,-40.408367,10
588.271606,-40.394859,10
588.203003,-40.419167,10
588.26416,-40.413254,10
588.263916,-40.404682,10
588.250488,-40.365921,10
588.259399,-40.406883,10
588.261169,-40.415623,10
588.258362,-40.415359,10
588.253052,-40.418297,10
588.203125,-40.425262,10
588.256897,-40.409458,10
588.260986,-40.349243,10
588.259827,-40.421028,10
588.261963,-40.386242,10
588.265625,-40.387577,10
588.191528,-40.42905,10
588.253296,-40.396774,10
588.195557,-40.44759,10
588.25824,-40.421402,10
588.260193,-40.398705,10
588.213623,-40.261635,10
588.26062,-40.395817,10
588.246826,-40.380936,10
588.265015,-40.419075,10
588.265808,-40.385483,10
588.196106,-40.441387,10
588.265015,-40.377281,10
588.258484,-40.406784,10
588.261414,-40.375957,10
588.211121,-40.271675,10
588.25824,-40.340042,10
588.259216,-40.419079,10
588.260559,-40.386139,10
588.25116,-40.402145,10
588.269348,-40.372036,10
588.255371,-40.403282,10
588.2677,-40.383778,10
588.260986,-40.401787,10
588.210205,-40.430679,10
588.258057,-40.411278,10
588.265442,-40.404301,10
588.261169,-40.30407,10
588.267456,-40.390743,10
588.269165,-40.395992,10
588.265381,-40.341244,10
588.266052,-40.398647,10
588.269043,-40.346626,10
588.269226,-40.386749,10
588.255981,-40.398262,10
588.265503,-40.394455,10
588.279236,-40.376022,10
588.266296,-40.370117,10
588.258606,-40.34668,10
588.26416,-40.415974,10
588.261353,-40.324753,10
588.26123,-40.370506,10
588.257507,-40.302979,10
588.264954,-40.405102,10
588.211853,-40.424931,10
588.258057,-40.346066,10
588.259277,-40.411995,10
588.261963,-40.409664,10
588.262146,-40.395458,10
588.192017,-40.43018,10
588.265564,-40.412701,10
588.256775,-40.403015,10
588.252625,-40.365021,10
588.247131,-40.40023,10
588.265747,-40.345718,10
588.258606,-40.393162,10
588.268616,-40.40184,10
588.25592,-40.346561,10
588.267151,-40.409782,10
588.264954,-40.407722,10
588.26123,-40.408321,10
588.260071,-40.396797,10
588.262268,-40.401947,10
588.271729,-40.375801,10
588.26062,-40.409317,10
588.26062,-40.416405,10
588.279297,-40.349525,10
588.139343,-40.300842,10
588.26062,-40.415699,10
588.218689,-40.290169,10
588.262817,-40.40097,10
588.264282,-40.396992,10
588.201965,-40.43087,10
588.266174,-40.350548,10
588.255127,-40.416218,10
588.259949,-40.415627,10
588.254211,-40.414261,10
588.270264,-40.393753,10
588.259827,-40.391262,10
588.267517,-40.378742,10
588.266846,-40.397945,10
588.264465,-40.384941,10
588.198059,-40.440273,10
588.26001,-40.395828,10
588.258484,-40.408169,10
588.269531,-40.399094,10
588.271912,-40.404266,10
588.26355,-40.403183,10
588.258057,-40.406025,10
588.273376,-40.373985,10
588.259766,-40.410305,10
588.254639,-40.416946,10
588.27002,-40.413212,10
588.195313,-40.382801,10
588.263245,-40.40871,10
588.268066,-40.409389,10
588.267761,-40.405136,10
588.267456,-40.374798,10
588.195801,-40.294357,10
588.260376,-40.422943,10
588.262634,-40.423447,10
588.259644,-40.368492,10
588.259827,-40.422592,10
588.259644,-40.406734,10
588.266235,-40.41856,10
588.25647,-40.412945,10
588.260437,-40.397514,10
588.192383,-40.266613,10
588.259521,-40.41333,10
588.247437,-40.408466,10
588.256165,-40.373501,10
588.250854,-40.424797,10
588.270874,-40.377075,10
588.252014,-40.408485,10
588.266907,-40.402325,10
588.248291,-40.396824,10
588.26886,-40.411545,10
588.253662,-40.412483,10
588.25769,-40.403362,10
588.257507,-40.421574,10
588.209839,-40.267361,10
588.256592,-40.406662,10
588.257202,-40.431084,10
588.258484,-40.407967,10
588.198547,-40.444698,10
588.263672,-40.377193,10
588.263306,-40.408585,10
588.257141,-40.404598,10
588.256042,-40.380562,10
588.266724,-40.414116,10
588.263184,-40.419964,10
588.268921,-40.402157,10
588.247498,-40.307991,10
588.261597,-40.402111,10
588.27002,-40.397507,10
588.269226,-40.353909,10
588.192749,-40.446671,10
588.262512,-40.374462,10
588.205322,-40.34845,10
588.260986,-40.424053,10
588.268005,-40.355061,10
588.263977,-40.402039,10
588.257507,-40.373199,10
588.26062,-40.424732,10
588.257751,-40.387955,10
588.262329,-40.39658,10
588.198914,-40.423729,10
588.25116,-40.395817,10
588.262512,-40.407043,10
588.204712,-40.441631,10
588.261841,-40.416134,10
588.263794,-40.371162,10
588.263367,-40.407406,10
588.202026,-40.454491,10
588.257507,-40.392155,10
588.257324,-40.390869,10
588.202087,-40.382412,10
588.200378,-40.460266,10
588.26355,-40.413227,10
588.263367,-40.415993,10
588.25415,-40.416325,10
588.198547,-40.416283,10
588.259094,-40.397514,10
588.254944,-40.413216,10
588.196411,-40.298058,10
588.2677,-40.420574,10
588.259705,-40.426632,10
588.258118,-40.404518,10
588.270081,-40.38871,10
588.266479,-40.420719,10
588.263062,-40.414429,10
588.254211,-40.411434,10
588.262878,-40.380348,10
588.203796,-40.395241,10
588.253845,-40.419994,10
588.256836,-40.419453,10
588.269348,-40.409817,10
588.25708,-40.355129,10
588.248291,-40.415585,10
588.261719,-40.411747,10
588.262939,-40.427116,10
588.267334,-40.408333,10
588.256775,-40.418438,10
588.251526,-40.378548,10
588.19928,-40.423122,10
588.277344,-40.381229,10
588.258972,-40.356495,10
588.267578,-40.405865,10
588.253845,-40.40667,10
588.266052,-40.378368,10
588.260254,-40.404388,10
588.260681,-40.398453,10
588.198975,-40.455185,10
588.263428,-40.353249,10
588.191162,-40.446194,10
588.26001,-40.40942,10
588.237854,-40.342445,10
588.256836,-40.312984,10
588.250183,-40.415798,10
588.259888,-40.364559,10
588.255798,-40.373936,10
588.260742,-40.419846,10
588.257263,-40.408409,10
588.251892,-40.415848,10
588.220398,-40.277859,10
588.258179,-40.430149,10
588.260437,-40.411232,10
588.245667,-40.386356,10
588.257935,-40.414722,10
588.255005,-40.388084,10
588.264404,-40.397194,10
588.199646,-40.348064,10
588.20343,-40.437744,10
588.255432,-40.360214,10
588.267883,-40.376083,10
588.257446,-40.397179,10
588.265381,-40.39782,10
588.259521,-40.350315,10
588.259888,-40.415199,10
588.203186,-40.434887,10
588.23584,-40.320667,10
588.263733,-40.405361,10
588.262512,-40.418579,10
588.262512,-40.374191,10
588.265076,-40.378109,10
588.261841,-40.398827,10
588.218933,-40.277332,10
588.255371,-40.406414,10
588.243774,-40.360569,10
588.258118,-40.406662,10
588.260254,-40.422783,10
588.258728,-40.415955,10
588.261414,-40.424709,10
588.265198,-40.393147,10
588.270386,-40.333473,10
588.258118,-40.393059,10
588.260193,-40.431637,10
588.258423,-40.4044,10
588.259216,-40.391537,10
588.273193,-40.331722,10
588.204224,-40.447231,10
588.257996,-40.388271,10
588.274841,-40.373417,10
588.268982,-40.33374,10
588.201904,-40.453934,10
588.259827,-40.404865,10
588.263245,-40.396648,10
588.267822,-40.373501,10
588.259583,-40.403461,10
588.260925,-40.378166,10
588.263733,-40.405773,10
588.267822,-40.410816,10
588.259094,-40.409512,10
588.266418,-40.415718,10
588.254089,-40.404274,10
588.264099,-40.406792,10
588.271423,-40.42178,10
588.268311,-40.41415,10
588.256836,-40.410797,10
588.273743,-40.388306,10
588.276062,-40.376434,10
588.271057,-40.388504,10
588.270142,-40.398415,10
588.262695,-40.391113,10
588.241272,-40.298752,10
588.263855,-40.399231,10
588.262512,-40.413883,10
588.267761,-40.404968,10
588.263245,-40.411709,10
588.265259,-40.396355,10
588.234131,-40.278,10
588.267944,-40.340057,10
588.260803,-40.419949,10
588.265564,-40.410454,10
588.263306,-40.415394,10
588.267517,-40.40287,10
588.263184,-40.411522,10
588.261658,-40.382923,10
588.259216,-40.414375,10
588.253723,-40.409191,10
588.255859,-40.399067,10
588.261414,-40.371868,10
588.254578,-40.398262,10
588.26178,-40.400742,10
588.2677,-40.402088,10
588.26123,-40.374538,10
588.260498,-40.398811,10
588.265381,-40.414051,10
588.266724,-40.387817,10
588.260193,-40.421421,10
588.259827,-40.401234,10
588.265808,-40.390572,10
588.270203,-40.388214,10
588.199524,-40.453537,10
588.258911,-40.387688,10
588.25885,-40.400734,10
588.275696,-40.378838,10
588.256897,-40.391582,10
588.197327,-40.438255,10
588.262085,-40.369888,10
588.169495,-40.338837,10
588.259216,-40.388062,10
588.25415,-40.379108,10
588.258118,-40.41024,10
588.262573,-40.393848,10
588.284973,-40.353703,10
588.25647,-40.421242,10
588.259644,-40.402145,10
588.268677,-40.410316,10
588.257019,-40.384052,10
588.265259,-40.390194,10
588.260132,-40.354492,10
588.268005,-40.406944,10
588.259583,-40.393444,10
588.264648,-40.402706,10
588.204834,-40.292049,10
588.271118,-40.375916,10
588.197083,-40.43932,10
588.257324,-40.424934,10
588.271484,-40.405304,10
588.261292,-40.41893,10
588.269592,-40.414566,10
588.267578,-40.421242,10
588.26532,-40.40633,10
588.263977,-40.417999,10
588.263672,-40.424644,10
588.246643,-40.315052,10
588.268677,-40.378304,10
588.208557,-40.423992,10
588.231934,-40.306217,10
588.268616,-40.42511,10
588.263672,-40.411366,10
588.250488,-40.419556,10
588.198792,-40.435593,10
588.195679,-40.460476,10
588.263489,-40.41111,10
588.255005,-40.389332,10
588.28009,-40.343975,10
588.203918,-40.453232,10
588.259644,-40.386303,10
588.261108,-40.422855,10
588.26416,-40.406322,10
588.256287,-40.361454,10
588.254272,-40.419525,10
588.265381,-40.398544,10
588.26001,-40.39883,10
588.254944,-40.387402,10
588.260071,-40.407013,10
588.260864,-40.394611,10
588.274597,-40.402145,10
588.223022,-40.303425,10
588.264282,-40.39389,10
588.262634,-40.401611,10
588.252747,-40.405403,10
588.269409,-40.396828,10
588.272705,-40.399368,10
588.257751,-40.407623,10
588.26001,-40.428173,10
588.266479,-40.406982,10
588.260254,-40.416824,10
588.269165,-40.38533,10
588.212891,-40.406528,10
588.255554,-40.424965,10
588.262939,-40.394653,10
588.210022,-40.410526,10
588.283447,-40.35041,10
588.262451,-40.403461,10
588.266357,-40.429829,10
588.282227,-40.379799,10
588.207275,-40.4146,10
588.209778,-40.438137,10
588.261841,-40.416904,10
588.263123,-40.422523,10
588.266235,-40.419247,10
588.216675,-40.279625,10
588.256653,-40.403152,10
588.264893,-40.409264,10
588.269104,-40.351727,10
588.268494,-40.414291,10
588.271118,-40.398136,10
588.269104,-40.418636,10
588.273804,-40.410393,10
588.270874,-40.403175,10
588.264832,-40.401558,10
588.264282,-40.406353,10
588.256104,-40.405231,10
588.264832,-40.417973,10
588.2677,-40.399826,10
588.266052,-40.421383,10
588.267639,-40.400925,10
588.220886,-40.300877,10
588.261841,-40.418106,10
588.264465,-40.411331,10
588.265076,-40.380352,10
588.263489,-40.392723,10
588.276672,-40.393593,10
588.214355,-40.27401,10
588.260925,-40.375175,10
